animal_id_outcome,outcome_type
A745276,Adoption
A745278,Euthanasia
A745280,Return to Owner
A745281,Return to Owner
A745282,Return to Owner
A745283,Adoption
A745284,Return to Owner
A745285,Return to Owner
A745288,Euthanasia
A745289,Euthanasia
A745290,Adoption
A745291,Euthanasia
A745292,Euthanasia
A745294,Return to Owner
A745296,Return to Owner
A745298,Return to Owner
A745303,Euthanasia
A745304,Euthanasia
A745307,Euthanasia
A745308,Euthanasia
A745314,Transfer
A745315,Adoption
A745319,Transfer
A745320,Transfer
A745321,Transfer
A745322,Return to Owner
A745323,Return to Owner
A745328,Return to Owner
A745329,Adoption
A745330,Euthanasia
A745332,Adoption
A745333,Euthanasia
A745334,Adoption
A745335,Return to Owner
A745336,Adoption
A745337,Adoption
A745338,Adoption
A745340,Euthanasia
A745343,Adoption
A745344,Adoption
A745346,Adoption
A745347,Euthanasia
A745351,Rto-Adopt
A745352,Transfer
A745354,Adoption
A745354,Transfer
A745356,Adoption
A745357,Adoption
A745358,Transfer
A745359,Return to Owner
A745360,Euthanasia
A745361,Euthanasia
A745362,Return to Owner
A745363,Euthanasia
A745365,Died
A745366,Adoption
A745368,Euthanasia
A745369,Euthanasia
A745370,Adoption
A745370,Adoption
A745371,Adoption
A745371,Adoption
A745373,Return to Owner
A745374,Return to Owner
A745375,Adoption
A745375,Adoption
A745387,Adoption
A745390,Transfer
A745391,Adoption
A745392,Missing
A745393,Return to Owner
A745394,Adoption
A745395,Transfer
A745396,Transfer
A745397,Transfer
A745399,Transfer
A745400,Transfer
A745403,Adoption
A745405,Euthanasia
A745406,Adoption
A745407,Adoption
A745408,Adoption
A745409,Adoption
A745412,Euthanasia
A745413,Adoption
A745416,Euthanasia
A745418,Return to Owner
A745419,Return to Owner
A745420,Return to Owner
A745421,Return to Owner
A745422,Adoption
A745423,Return to Owner
A745424,Adoption
A745425,Euthanasia
A745427,Adoption
A745428,Euthanasia
A745429,Transfer
A745431,Euthanasia
A745432,Euthanasia
A745433,Euthanasia
A745435,Return to Owner
A745435,Adoption
A745436,Euthanasia
A745437,Euthanasia
A745438,Adoption
A745439,Return to Owner
A745440,Adoption
A745441,Euthanasia
A745442,Euthanasia
A745444,Euthanasia
A745445,Adoption
A745446,Return to Owner
A745447,Euthanasia
A745450,Transfer
A745457,Return to Owner
A745459,Adoption
A745462,Adoption
A745463,Transfer
A745464,Transfer
A745466,Return to Owner
A745471,Adoption
A745472,Return to Owner
A745473,Adoption
A745475,Return to Owner
A745475,Return to Owner
A745476,Return to Owner
A745477,Adoption
A745478,Transfer
A745479,Euthanasia
A745482,Return to Owner
A745483,Transfer
A745484,Missing
A745485,Missing
A745486,Missing
A745487,Missing
A745488,Missing
A745489,Adoption
A745490,Adoption
A745491,Return to Owner
A745491,Transfer
A745492,Adoption
A745493,Adoption
A745494,Return to Owner
A745494,Adoption
A745496,Adoption
A745498,Adoption
A745499,Euthanasia
A745501,Adoption
A745503,Euthanasia
A745509,Transfer
A745520,Adoption
A745522,Adoption
A745526,Adoption
A745526,Return to Owner
A745526,Return to Owner
A745527,Euthanasia
A745528,Return to Owner
A745529,Transfer
A745530,Transfer
A745532,Euthanasia
A745537,Return to Owner
A745538,Transfer
A745544,Adoption
A745546,Euthanasia
A745550,Transfer
A745552,Adoption
A745556,Adoption
A745557,Euthanasia
A745558,Transfer
A745560,Return to Owner
A745566,Return to Owner
A745569,Euthanasia
A745571,Transfer
A745577,Adoption
A745579,Transfer
A745580,Adoption
A745581,Euthanasia
A745587,Return to Owner
A745589,Adoption
A745590,Euthanasia
A745593,Adoption
A745596,Return to Owner
A745596,Return to Owner
A745596,Transfer
A745597,Transfer
A745598,Transfer
A745601,Return to Owner
A745602,Return to Owner
A745602,Adoption
A745603,Euthanasia
A745606,Return to Owner
A745608,Return to Owner
A745610,Return to Owner
A745612,Adoption
A745613,Transfer
A745614,Transfer
A745616,Adoption
A745617,Adoption
A745618,Adoption
A745619,Transfer
A745620,Adoption
A745621,Adoption
A745623,Transfer
A745624,Adoption
A745625,Adoption
A745626,Transfer
A745627,Adoption
A745628,Euthanasia
A745632,Adoption
A745633,Transfer
A745634,Transfer
A745635,Adoption
A745636,Missing
A745636,Adoption
A745637,Adoption
A745638,Euthanasia
A745639,Transfer
A745640,Adoption
A745641,Transfer
A745645,Euthanasia
A745646,Euthanasia
A745649,Transfer
A745651,Transfer
A745653,Died
A745654,Died
A745655,Died
A745656,Died
A745657,Adoption
A745658,Adoption
A745658,Adoption
A745659,Return to Owner
A745659,Adoption
A745660,Adoption
A745660,Adoption
A745663,Return to Owner
A745665,Adoption
A745666,Euthanasia
A745670,Euthanasia
A745672,Euthanasia
A745673,Adoption
A745674,Adoption
A745675,Adoption
A745676,Adoption
A745678,Return to Owner
A745679,Return to Owner
A745681,Missing
A745682,Transfer
A745683,Adoption
A745684,Adoption
A745685,Adoption
A745686,Transfer
A745687,Return to Owner
A745688,Return to Owner
A745689,Adoption
A745689,Adoption
A745690,Adoption
A745691,Return to Owner
A745693,Adoption
A745697,Transfer
A745698,Transfer
A745699,Transfer
A745700,Transfer
A745701,Euthanasia
A745702,Return to Owner
A745703,Euthanasia
A745708,Return to Owner
A745709,Return to Owner
A745711,Euthanasia
A745712,Adoption
A745713,Return to Owner
A745714,Return to Owner
A745715,Adoption
A745716,Adoption
A745719,Euthanasia
A745722,Euthanasia
A745728,Transfer
A745729,Transfer
A745734,Adoption
A745735,Adoption
A745736,Return to Owner
A745737,Euthanasia
A745740,Adoption
A745741,Adoption
A745742,Adoption
A745743,Adoption
A745745,Euthanasia
A745747,Adoption
A745749,Transfer
A745750,Return to Owner
A745751,Transfer
A745752,Transfer
A745754,Euthanasia
A745755,Return to Owner
A745756,Missing
A745757,Adoption
A745760,Return to Owner
A745760,Return to Owner
A745763,Transfer
A745764,Transfer
A745771,Return to Owner
A745772,Adoption
A745774,Return to Owner
A745775,Adoption
A745776,Adoption
A745778,Transfer
A745786,Return to Owner
A745788,Euthanasia
A745789,Return to Owner
A745790,Return to Owner
A745791,Adoption
A745792,Adoption
A745794,Adoption
A745794,Missing
A745795,Transfer
A745796,Transfer
A745797,Return to Owner
A745798,Return to Owner
A745803,Return to Owner
A745804,Adoption
A745807,Adoption
A745807,Adoption
A745808,Return to Owner
A745809,Transfer
A745810,Transfer
A745811,Transfer
A745812,Euthanasia
A745817,Return to Owner
A745819,Transfer
A745820,Transfer
A745821,Transfer
A745823,Transfer
A745825,Euthanasia
A745826,Return to Owner
A745827,Return to Owner
A745828,Transfer
A745829,Euthanasia
A745832,Transfer
A745833,Transfer
A745834,Transfer
A745837,Euthanasia
A745838,Adoption
A745840,Adoption
A745841,Adoption
A745841,Transfer
A745842,Return to Owner
A745842,Adoption
A745843,Adoption
A745845,Transfer
A745846,Return to Owner
A745847,Return to Owner
A745848,Return to Owner
A745850,Return to Owner
A745851,Return to Owner
A745852,Transfer
A745853,Return to Owner
A745854,Adoption
A745855,Transfer
A745856,Transfer
A745857,Return to Owner
A745859,Transfer
A745860,Return to Owner
A745864,Return to Owner
A745868,Adoption
A745871,Return to Owner
A745872,Return to Owner
A745875,Return to Owner
A745875,Adoption
A745878,Adoption
A745878,Adoption
A745878,Adoption
A745881,Return to Owner
A745882,Adoption
A745883,Return to Owner
A745884,Adoption
A745885,Adoption
A745886,Return to Owner
A745888,Transfer
A745889,Return to Owner
A745890,Return to Owner
A745890,Adoption
A745891,Adoption
A745891,Adoption
A745897,Adoption
A745898,Adoption
A745899,Transfer
A745899,Adoption
A745901,Euthanasia
A745902,Return to Owner
A745902,Adoption
A745905,Transfer
A745908,Adoption
A745909,Adoption
A745910,Return to Owner
A745910,Return to Owner
A745913,Return to Owner
A745914,Adoption
A745915,Adoption
A745916,Adoption
A745917,Adoption
A745918,Adoption
A745919,Transfer
A745920,Adoption
A745921,Transfer
A745922,Transfer
A745923,Return to Owner
A745924,Adoption
A745925,Adoption
A745927,Return to Owner
A745933,Euthanasia
A745934,Return to Owner
A745935,Euthanasia
A745936,Euthanasia
A745937,Return to Owner
A745938,Adoption
A745940,Transfer
A745941,Transfer
A745943,Transfer
A745944,Transfer
A745946,Adoption
A745949,Adoption
A745951,Adoption
A745952,Adoption
A745955,Euthanasia
A745957,Disposal
A745958,Euthanasia
A745960,Return to Owner
A745961,Transfer
A745962,Transfer
A745964,Adoption
A745966,Adoption
A745967,Adoption
A745968,Adoption
A745969,Adoption
A745970,Adoption
A745971,Transfer
A745972,Rto-Adopt
A745974,Return to Owner
A745975,Died
A745979,Return to Owner
A745981,Adoption
A745983,Adoption
A745984,Return to Owner
A745985,Return to Owner
A745986,Return to Owner
A745987,Adoption
A745988,Adoption
A745990,Return to Owner
A745991,Adoption
A745992,Return to Owner
A745993,Adoption
A745994,Adoption
A745995,Adoption
A745996,Adoption
A745997,Return to Owner
A745998,Adoption
A745999,Euthanasia
A746000,Adoption
A746001,Adoption
A746002,Adoption
A746003,Return to Owner
A746003,Transfer
A746004,Adoption
A746004,Adoption
A746005,Adoption
A746006,Adoption
A746010,Transfer
A746011,Adoption
A746013,Return to Owner
A746015,Transfer
A746020,Euthanasia
A746023,Return to Owner
A746024,Adoption
A746025,Euthanasia
A746026,Adoption
A746027,Adoption
A746028,Adoption
A746032,Adoption
A746034,Transfer
A746035,Relocate
A746036,Transfer
A746037,Transfer
A746038,Euthanasia
A746039,Transfer
A746044,Died
A746047,Died
A746050,Adoption
A746058,Adoption
A746058,Adoption
A746060,Adoption
A746062,Return to Owner
A746066,Return to Owner
A746068,Adoption
A746070,Return to Owner
A746070,Adoption
A746071,Return to Owner
A746072,Return to Owner
A746072,Adoption
A746077,Return to Owner
A746089,Euthanasia
A746091,Transfer
A746092,Return to Owner
A746092,Return to Owner
A746101,Return to Owner
A746101,Return to Owner
A746101,Return to Owner
A746114,Euthanasia
A746116,Died
A746116,Adoption
A746117,Transfer
A746118,Missing
A746119,Transfer
A746120,Adoption
A746123,Adoption
A746124,Return to Owner
A746125,Adoption
A746126,Adoption
A746127,Transfer
A746128,Adoption
A746129,Adoption
A746133,Transfer
A746134,Return to Owner
A746134,Return to Owner
A746135,Return to Owner
A746139,Return to Owner
A746142,Euthanasia
A746145,Adoption
A746147,Transfer
A746148,Return to Owner
A746152,Euthanasia
A746153,Adoption
A746153,Adoption
A746153,Adoption
A746154,Euthanasia
A746158,Adoption
A746159,Adoption
A746160,Transfer
A746161,Transfer
A746162,Transfer
A746163,Transfer
A746164,Transfer
A746165,Transfer
A746166,Return to Owner
A746167,Return to Owner
A746168,Transfer
A746170,Return to Owner
A746171,Adoption
A746172,Transfer
A746177,Return to Owner
A746178,Return to Owner
A746180,Adoption
A746189,Return to Owner
A746203,Return to Owner
A746211,Adoption
A746218,Adoption
A746222,Euthanasia
A746223,Euthanasia
A746227,Adoption
A746228,Return to Owner
A746230,Return to Owner
A746231,Adoption
A746231,Transfer
A746232,Return to Owner
A746233,Adoption
A746233,Return to Owner
A746233,Transfer
A746234,Transfer
A746236,Transfer
A746237,Adoption
A746238,Transfer
A746239,Return to Owner
A746245,Transfer
A746247,Transfer
A746250,Transfer
A746252,Adoption
A746254,Adoption
A746258,Transfer
A746262,Euthanasia
A746264,Adoption
A746265,Transfer
A746266,Adoption
A746267,Adoption
A746268,Transfer
A746269,Adoption
A746270,Adoption
A746271,Adoption
A746272,Adoption
A746273,Adoption
A746274,Transfer
A746275,Transfer
A746276,Transfer
A746278,Euthanasia
A746280,Adoption
A746281,Adoption
A746282,Transfer
A746283,Transfer
A746284,Adoption
A746287,Return to Owner
A746288,Return to Owner
A746289,Transfer
A746290,Transfer
A746291,Transfer
A746292,Adoption
A746294,Transfer
A746296,Return to Owner
A746299,Adoption
A746300,Transfer
A746301,Adoption
A746302,Adoption
A746303,Return to Owner
A746304,Adoption
A746306,Transfer
A746308,Return to Owner
A746309,Return to Owner
A746311,Transfer
A746312,Return to Owner
A746313,Transfer
A746314,Adoption
A746316,Return to Owner
A746319,Adoption
A746320,Return to Owner
A746320,Adoption
A746321,Return to Owner
A746322,Adoption
A746322,Rto-Adopt
A746322,Adoption
A746323,Adoption
A746325,Adoption
A746326,Return to Owner
A746328,Adoption
A746332,Return to Owner
A746334,Euthanasia
A746335,Adoption
A746336,Return to Owner
A746337,Euthanasia
A746338,Return to Owner
A746339,Euthanasia
A746340,Return to Owner
A746341,Adoption
A746341,Return to Owner
A746341,Adoption
A746342,Disposal
A746343,Return to Owner
A746344,Return to Owner
A746344,Adoption
A746347,Adoption
A746351,Euthanasia
A746352,Adoption
A746353,Adoption
A746354,Adoption
A746356,Transfer
A746358,Transfer
A746359,Transfer
A746362,Return to Owner
A746362,Return to Owner
A746363,Transfer
A746364,Adoption
A746364,Rto-Adopt
A746365,Adoption
A746366,Adoption
A746367,Euthanasia
A746368,Return to Owner
A746369,Return to Owner
A746370,Adoption
A746371,Return to Owner
A746372,Return to Owner
A746373,Adoption
A746377,Euthanasia
A746378,Transfer
A746379,Transfer
A746382,Return to Owner
A746383,Adoption
A746384,Adoption
A746386,Adoption
A746387,Return to Owner
A746388,Euthanasia
A746390,Adoption
A746391,Euthanasia
A746396,Adoption
A746397,Euthanasia
A746398,Adoption
A746399,Return to Owner
A746400,Adoption
A746401,Adoption
A746402,Transfer
A746403,Transfer
A746404,Euthanasia
A746406,Adoption
A746407,Adoption
A746408,Return to Owner
A746409,Return to Owner
A746410,Return to Owner
A746413,Return to Owner
A746413,Return to Owner
A746415,Adoption
A746417,Adoption
A746418,Adoption
A746419,Adoption
A746420,Adoption
A746422,Adoption
A746425,Adoption
A746425,Return to Owner
A746425,Return to Owner
A746425,Adoption
A746426,Transfer
A746427,Euthanasia
A746431,Adoption
A746435,Adoption
A746437,Adoption
A746438,Euthanasia
A746441,Adoption
A746442,Return to Owner
A746444,Euthanasia
A746446,Adoption
A746447,Return to Owner
A746448,Return to Owner
A746449,Adoption
A746450,Return to Owner
A746451,Adoption
A746452,Adoption
A746453,Euthanasia
A746454,Return to Owner
A746455,Adoption
A746456,Adoption
A746459,Adoption
A746460,Adoption
A746461,Adoption
A746461,Adoption
A746462,Adoption
A746463,Adoption
A746463,Adoption
A746463,Adoption
A746465,Adoption
A746466,Adoption
A746467,Adoption
A746468,Adoption
A746469,Return to Owner
A746471,Return to Owner
A746472,Euthanasia
A746473,Adoption
A746474,Euthanasia
A746475,Euthanasia
A746478,Adoption
A746480,Euthanasia
A746481,Euthanasia
A746484,Return to Owner
A746485,Adoption
A746486,Adoption
A746487,Adoption
A746488,Adoption
A746490,Return to Owner
A746491,Return to Owner
A746492,Return to Owner
A746493,Return to Owner
A746493,Transfer
A746494,Adoption
A746496,Adoption
A746497,Adoption
A746498,Adoption
A746500,Adoption
A746501,Return to Owner
A746502,Return to Owner
A746505,Return to Owner
A746505,Return to Owner
A746506,Adoption
A746506,Return to Owner
A746509,Adoption
A746510,Return to Owner
A746510,Return to Owner
A746511,Transfer
A746513,Return to Owner
A746514,Disposal
A746516,Return to Owner
A746518,Adoption
A746519,Adoption
A746519,Adoption
A746520,Transfer
A746521,Transfer
A746522,Transfer
A746523,Return to Owner
A746524,Return to Owner
A746525,Return to Owner
A746525,Return to Owner
A746526,Transfer
A746527,Rto-Adopt
A746528,Adoption
A746529,Adoption
A746530,Return to Owner
A746532,Return to Owner
A746533,Adoption
A746534,Transfer
A746535,Return to Owner
A746536,Return to Owner
A746538,Return to Owner
A746541,Adoption
A746542,Adoption
A746542,Adoption
A746543,Return to Owner
A746544,Adoption
A746548,Adoption
A746549,Euthanasia
A746551,Transfer
A746552,Transfer
A746553,Transfer
A746554,Transfer
A746559,Adoption
A746560,Adoption
A746561,Adoption
A746563,Return to Owner
A746563,Adoption
A746569,Return to Owner
A746574,Adoption
A746574,Adoption
A746575,Adoption
A746578,Return to Owner
A746579,Return to Owner
A746580,Euthanasia
A746582,Transfer
A746583,Adoption
A746585,Return to Owner
A746585,Return to Owner
A746586,Return to Owner
A746586,Return to Owner
A746586,Adoption
A746587,Adoption
A746588,Adoption
A746589,Return to Owner
A746590,Return to Owner
A746591,Transfer
A746593,Adoption
A746593,Transfer
A746594,Adoption
A746595,Adoption
A746596,Adoption
A746598,Return to Owner
A746599,Transfer
A746600,Return to Owner
A746601,Return to Owner
A746602,Adoption
A746604,Adoption
A746605,Return to Owner
A746605,Adoption
A746606,Return to Owner
A746608,Adoption
A746609,Euthanasia
A746611,Return to Owner
A746612,Euthanasia
A746613,Euthanasia
A746618,Transfer
A746623,Transfer
A746624,Return to Owner
A746625,Return to Owner
A746625,Return to Owner
A746626,Return to Owner
A746628,Euthanasia
A746629,Transfer
A746633,Transfer
A746635,Return to Owner
A746641,Return to Owner
A746644,Return to Owner
A746645,Return to Owner
A746646,Adoption
A746649,Return to Owner
A746649,Return to Owner
A746650,Return to Owner
A746653,Transfer
A746654,Return to Owner
A746656,Adoption
A746658,Adoption
A746659,Return to Owner
A746660,Return to Owner
A746660,Adoption
A746661,Return to Owner
A746662,Return to Owner
A746662,Return to Owner
A746662,Return to Owner
A746666,Adoption
A746667,Transfer
A746672,Euthanasia
A746674,Return to Owner
A746676,Adoption
A746677,Return to Owner
A746677,Return to Owner
A746679,Adoption
A746680,Transfer
A746681,Adoption
A746682,Adoption
A746683,Euthanasia
A746684,Transfer
A746685,Transfer
A746686,Return to Owner
A746687,Return to Owner
A746688,Adoption
A746689,Return to Owner
A746690,Transfer
A746691,Transfer
A746692,Transfer
A746693,Transfer
A746694,Transfer
A746695,Return to Owner
A746697,Transfer
A746698,Transfer
A746701,Return to Owner
A746702,Return to Owner
A746703,Adoption
A746704,Adoption
A746705,Return to Owner
A746706,Adoption
A746707,Return to Owner
A746708,Return to Owner
A746708,Adoption
A746709,Adoption
A746711,Euthanasia
A746713,Euthanasia
A746714,Euthanasia
A746717,Transfer
A746721,Return to Owner
A746723,Return to Owner
A746724,Adoption
A746725,Relocate
A746726,Adoption
A746727,Adoption
A746728,Adoption
A746729,Adoption
A746730,Adoption
A746731,Return to Owner
A746732,Adoption
A746732,Adoption
A746732,Adoption
A746734,Rto-Adopt
A746735,Adoption
A746736,Adoption
A746737,Adoption
A746738,Adoption
A746738,Adoption
A746739,Adoption
A746739,Adoption
A746740,Adoption
A746740,Adoption
A746741,Adoption
A746746,Adoption
A746747,Return to Owner
A746753,Adoption
A746754,Adoption
A746755,Adoption
A746756,Adoption
A746757,Adoption
A746758,Return to Owner
A746759,Euthanasia
A746760,Adoption
A746763,Transfer
A746766,Adoption
A746767,Adoption
A746769,Died
A746770,Adoption
A746771,Adoption
A746772,Died
A746777,Transfer
A746783,Transfer
A746784,Transfer
A746785,Transfer
A746786,Transfer
A746787,Transfer
A746788,Transfer
A746789,Euthanasia
A746790,Adoption
A746794,Return to Owner
A746795,Adoption
A746796,Euthanasia
A746797,Adoption
A746798,Euthanasia
A746799,Return to Owner
A746799,Adoption
A746800,Return to Owner
A746801,Transfer
A746802,Transfer
A746803,Transfer
A746805,Adoption
A746806,Adoption
A746807,Transfer
A746808,Adoption
A746809,Return to Owner
A746811,Adoption
A746812,Adoption
A746813,Transfer
A746816,Adoption
A746816,Adoption
A746818,Adoption
A746820,Transfer
A746821,Adoption
A746822,Transfer
A746823,Return to Owner
A746829,Died
A746830,Transfer
A746837,Transfer
A746838,Adoption
A746845,Return to Owner
A746845,Adoption
A746846,Adoption
A746846,Adoption
A746847,Adoption
A746847,Return to Owner
A746850,Transfer
A746851,Return to Owner
A746852,Transfer
A746854,Return to Owner
A746854,Return to Owner
A746855,Transfer
A746855,Adoption
A746856,Relocate
A746857,Adoption
A746859,Transfer
A746860,Transfer
A746861,Transfer
A746862,Adoption
A746863,Adoption
A746864,Transfer
A746866,Return to Owner
A746867,Adoption
A746868,Adoption
A746870,Adoption
A746871,Adoption
A746872,Transfer
A746873,Return to Owner
A746874,Transfer
A746875,Transfer
A746876,Adoption
A746878,Transfer
A746879,Return to Owner
A746880,Return to Owner
A746880,Return to Owner
A746880,Transfer
A746881,Euthanasia
A746883,Adoption
A746886,Transfer
A746888,Euthanasia
A746889,Return to Owner
A746890,Adoption
A746894,Transfer
A746895,Return to Owner
A746895,Adoption
A746897,Adoption
A746898,Return to Owner
A746901,Return to Owner
A746901,Return to Owner
A746902,Transfer
A746903,Return to Owner
A746903,Adoption
A746904,Adoption
A746905,Euthanasia
A746907,Euthanasia
A746909,Transfer
A746911,Euthanasia
A746912,Adoption
A746914,Return to Owner
A746917,Adoption
A746917,Return to Owner
A746917,Return to Owner
A746921,Return to Owner
A746922,Adoption
A746923,Return to Owner
A746924,Transfer
A746925,Return to Owner
A746925,Return to Owner
A746925,Transfer
A746927,Adoption
A746927,Adoption
A746930,Transfer
A746931,Transfer
A746932,Transfer
A746933,Transfer
A746934,Transfer
A746935,Transfer
A746936,Transfer
A746937,Adoption
A746938,Transfer
A746939,Adoption
A746943,Adoption
A746944,Return to Owner
A746944,Adoption
A746945,Adoption
A746949,Adoption
A746950,Adoption
A746951,Adoption
A746952,Adoption
A746953,Return to Owner
A746954,Return to Owner
A746960,Adoption
A746963,Adoption
A746964,Transfer
A746965,Transfer
A746966,Transfer
A746967,Adoption
A746968,Transfer
A746970,Adoption
A746971,Adoption
A746972,Transfer
A746973,Adoption
A746975,Return to Owner
A746976,Transfer
A746978,Return to Owner
A746979,Return to Owner
A746981,Transfer
A746982,Adoption
A746983,Return to Owner
A746983,Return to Owner
A746985,Return to Owner
A746986,Return to Owner
A746987,Adoption
A746988,Transfer
A746989,Return to Owner
A746990,Return to Owner
A746991,Return to Owner
A746992,Return to Owner
A746993,Return to Owner
A746994,Euthanasia
A746995,Euthanasia
A746996,Euthanasia
A746997,Euthanasia
A746999,Return to Owner
A747000,Transfer
A747002,Disposal
A747003,Euthanasia
A747005,Return to Owner
A747007,Transfer
A747008,Euthanasia
A747009,Return to Owner
A747010,Euthanasia
A747011,Return to Owner
A747013,Return to Owner
A747014,Transfer
A747015,Return to Owner
A747016,Adoption
A747018,Return to Owner
A747018,Transfer
A747019,Adoption
A747020,Adoption
A747021,Adoption
A747022,Adoption
A747023,Transfer
A747024,Transfer
A747025,Transfer
A747026,Transfer
A747027,Adoption
A747028,Adoption
A747031,Adoption
A747034,Return to Owner
A747038,Transfer
A747040,Return to Owner
A747041,Return to Owner
A747042,Adoption
A747043,Euthanasia
A747044,Return to Owner
A747045,Transfer
A747045,Return to Owner
A747046,Transfer
A747048,Return to Owner
A747049,Adoption
A747050,Return to Owner
A747053,Adoption
A747054,Euthanasia
A747057,Return to Owner
A747058,Adoption
A747059,Transfer
A747060,Transfer
A747061,Transfer
A747063,Euthanasia
A747064,Return to Owner
A747066,Adoption
A747066,Transfer
A747067,Adoption
A747067,Return to Owner
A747069,Adoption
A747071,Transfer
A747078,Return to Owner
A747081,Adoption
A747083,Adoption
A747084,Return to Owner
A747085,Return to Owner
A747085,Adoption
A747086,Transfer
A747087,Transfer
A747088,Adoption
A747089,Adoption
A747091,Transfer
A747092,Transfer
A747093,Transfer
A747093,Transfer
A747100,Rto-Adopt
A747101,Transfer
A747102,Return to Owner
A747104,Adoption
A747105,Return to Owner
A747106,Transfer
A747108,Return to Owner
A747108,Return to Owner
A747108,Adoption
A747109,Return to Owner
A747110,Adoption
A747113,Adoption
A747116,Adoption
A747119,Transfer
A747120,Adoption
A747122,Adoption
A747123,Adoption
A747124,Return to Owner
A747125,Adoption
A747126,Adoption
A747127,Euthanasia
A747129,Return to Owner
A747130,Adoption
A747131,Euthanasia
A747133,Return to Owner
A747134,Return to Owner
A747136,Return to Owner
A747139,Adoption
A747140,Return to Owner
A747141,Adoption
A747143,Adoption
A747146,Transfer
A747147,Return to Owner
A747148,Return to Owner
A747150,Return to Owner
A747151,Missing
A747152,Missing
A747153,Adoption
A747154,Return to Owner
A747155,Transfer
A747157,Adoption
A747158,Return to Owner
A747159,Euthanasia
A747160,Adoption
A747161,Adoption
A747162,Transfer
A747163,Adoption
A747164,Adoption
A747165,Adoption
A747166,Adoption
A747167,Adoption
A747168,Adoption
A747169,Adoption
A747170,Adoption
A747171,Euthanasia
A747172,Adoption
A747173,Euthanasia
A747174,Return to Owner
A747181,Return to Owner
A747186,Return to Owner
A747189,Return to Owner
A747190,Adoption
A747192,Transfer
A747193,Euthanasia
A747194,Adoption
A747195,Adoption
A747196,Adoption
A747197,Adoption
A747198,Adoption
A747199,Adoption
A747200,Adoption
A747201,Transfer
A747202,Transfer
A747203,Euthanasia
A747205,Return to Owner
A747207,Return to Owner
A747208,Euthanasia
A747209,Return to Owner
A747211,Adoption
A747212,Adoption
A747213,Return to Owner
A747214,Return to Owner
A747215,Euthanasia
A747217,Return to Owner
A747220,Return to Owner
A747222,Euthanasia
A747229,Adoption
A747232,Transfer
A747235,Adoption
A747235,Return to Owner
A747238,Adoption
A747238,Adoption
A747239,Adoption
A747240,Adoption
A747241,Transfer
A747244,Return to Owner
A747245,Transfer
A747246,Transfer
A747247,Transfer
A747248,Transfer
A747249,Transfer
A747250,Transfer
A747251,Adoption
A747252,Adoption
A747253,Adoption
A747254,Adoption
A747255,Died
A747256,Return to Owner
A747257,Died
A747259,Return to Owner
A747260,Euthanasia
A747266,Adoption
A747267,Adoption
A747268,Euthanasia
A747269,Return to Owner
A747270,Euthanasia
A747272,Return to Owner
A747276,Return to Owner
A747277,Adoption
A747278,Adoption
A747279,Transfer
A747283,Adoption
A747284,Transfer
A747285,Transfer
A747286,Transfer
A747287,Return to Owner
A747288,Transfer
A747289,Transfer
A747290,Transfer
A747291,Return to Owner
A747293,Transfer
A747294,Transfer
A747295,Relocate
A747296,Relocate
A747297,Return to Owner
A747300,Euthanasia
A747303,Return to Owner
A747304,Return to Owner
A747305,Transfer
A747306,Return to Owner
A747307,Return to Owner
A747308,Return to Owner
A747310,Transfer
A747311,Transfer
A747313,Relocate
A747314,Transfer
A747315,Transfer
A747317,Transfer
A747318,Euthanasia
A747319,Return to Owner
A747321,Adoption
A747325,Adoption
A747326,Died
A747327,Adoption
A747328,Died
A747329,Adoption
A747330,Transfer
A747331,Adoption
A747332,Adoption
A747333,Adoption
A747335,Return to Owner
A747336,Euthanasia
A747337,Adoption
A747338,Adoption
A747339,Adoption
A747340,Adoption
A747341,Adoption
A747342,Adoption
A747346,Adoption
A747347,Euthanasia
A747348,Return to Owner
A747349,Adoption
A747349,Adoption
A747351,Transfer
A747352,Transfer
A747353,Adoption
A747354,Return to Owner
A747356,Return to Owner
A747357,Adoption
A747359,Return to Owner
A747359,Return to Owner
A747360,Transfer
A747362,Adoption
A747363,Adoption
A747364,Adoption
A747365,Return to Owner
A747367,Transfer
A747371,Adoption
A747372,Adoption
A747373,Adoption
A747374,Adoption
A747376,Return to Owner
A747377,Adoption
A747378,Return to Owner
A747380,Transfer
A747382,Adoption
A747383,Return to Owner
A747384,Adoption
A747385,Adoption
A747386,Adoption
A747387,Return to Owner
A747391,Adoption
A747394,Disposal
A747397,Adoption
A747401,Transfer
A747402,Return to Owner
A747403,Euthanasia
A747404,Return to Owner
A747406,Transfer
A747411,Adoption
A747411,Adoption
A747412,Transfer
A747413,Adoption
A747414,Return to Owner
A747417,Adoption
A747418,Return to Owner
A747419,Adoption
A747420,Return to Owner
A747421,Transfer
A747422,Transfer
A747423,Euthanasia
A747424,Return to Owner
A747425,Transfer
A747427,Transfer
A747428,Euthanasia
A747429,Adoption
A747430,Adoption
A747433,Adoption
A747435,Adoption
A747436,Return to Owner
A747437,Adoption
A747438,Transfer
A747439,Transfer
A747440,Transfer
A747441,Transfer
A747442,Transfer
A747444,Adoption
A747447,Transfer
A747448,Adoption
A747450,Return to Owner
A747451,Euthanasia
A747452,Euthanasia
A747453,Return to Owner
A747458,Transfer
A747459,Transfer
A747460,Transfer
A747461,Transfer
A747462,Transfer
