animal_id_outcome,outcome_type
A745546,Euthanasia
A745550,Transfer
A745552,Adoption
A745556,Return to Owner
A745557,Euthanasia
A745558,Transfer
A745560,Return to Owner
A745566,Return to Owner
A745569,Euthanasia
A745571,Transfer
A745577,Return to Owner
A745579,Transfer
A745580,Adoption
A745581,Euthanasia
A745587,Return to Owner
A745589,Adoption
A745590,Euthanasia
A745593,Adoption
A745596,Transfer
A745596,Transfer
A745596,Transfer
A745597,Transfer
A745598,Transfer
A745601,Return to Owner
A745602,Adoption
A745602,Adoption
A745603,Euthanasia
A745606,Return to Owner
A745608,Return to Owner
A745610,Return to Owner
A745612,Adoption
A745613,Transfer
A745614,Transfer
A745616,Adoption
A745617,Adoption
A745618,Adoption
A745619,Transfer
A745620,Adoption
A745621,Adoption
A745623,Transfer
A745624,Adoption
A745625,Adoption
A745626,Transfer
A745627,Adoption
A745628,Euthanasia
A745632,Adoption
A745633,Transfer
A745634,Transfer
A745635,Adoption
A745636,Transfer
A745636,Adoption
A745637,Adoption
A745638,Euthanasia
A745639,Return to Owner
A745640,Adoption
A745641,Transfer
A745645,Euthanasia
A745646,Euthanasia
A745649,Transfer
A745651,Transfer
A745653,Transfer
A745654,Transfer
A745655,Transfer
A745656,Transfer
A745657,Return to Owner
A745658,Return to Owner
A745658,Return to Owner
A745659,Return to Owner
A745659,Adoption
A745660,Adoption
A745660,Adoption
A745663,Return to Owner
A745665,Adoption
A745666,Euthanasia
A745670,Euthanasia
A745672,Euthanasia
A745673,Adoption
A745674,Transfer
A745675,Transfer
A745676,Adoption
A745678,Return to Owner
A745679,Return to Owner
A745681,Transfer
A745682,Transfer
A745683,Adoption
A745684,Died
A745685,Adoption
A745686,Transfer
A745687,Return to Owner
A745688,Return to Owner
A745689,Return to Owner
A745689,Return to Owner
A745690,Adoption
A745691,Return to Owner
A745693,Adoption
A745697,Transfer
A745698,Transfer
A745699,Transfer
A745700,Transfer
A745701,Euthanasia
A745702,Transfer
A745703,Euthanasia
A745708,Adoption
A745709,Return to Owner
A745711,Euthanasia
A745712,Adoption
A745713,Return to Owner
A745714,Return to Owner
A745715,Adoption
A745716,Adoption
A745719,Euthanasia
A745722,Euthanasia
A745728,Adoption
A745729,Transfer
A745734,Return to Owner
A745735,Adoption
A745736,Return to Owner
A745737,Euthanasia
A745740,Adoption
A745741,Adoption
A745742,Adoption
A745743,Adoption
A745745,Euthanasia
A745747,Adoption
A745749,Return to Owner
A745750,Adoption
A745751,Transfer
A745752,Transfer
A745754,Euthanasia
A745755,Return to Owner
A745756,Euthanasia
A745757,Adoption
A745760,Return to Owner
A745760,Return to Owner
A745763,Transfer
A745764,Transfer
A745771,Return to Owner
A745772,Return to Owner
A745774,Return to Owner
A745775,Adoption
A745776,Adoption
A745778,Transfer
A745786,Return to Owner
A745788,Euthanasia
A745789,Return to Owner
A745790,Return to Owner
A745791,Adoption
A745792,Adoption
A745794,Adoption
A745794,Transfer
A745795,Transfer
A745796,Transfer
A745797,Return to Owner
A745798,Return to Owner
A745803,Return to Owner
A745804,Return to Owner
A745807,Return to Owner
A745807,Return to Owner
A745808,Return to Owner
A745809,Transfer
A745810,Transfer
A745811,Transfer
A745812,Euthanasia
A745817,Return to Owner
A745819,Transfer
A745820,Transfer
A745821,Return to Owner
A745823,Transfer
A745825,Euthanasia
A745826,Return to Owner
A745827,Return to Owner
A745828,Transfer
A745829,Euthanasia
A745832,Transfer
A745833,Transfer
A745834,Transfer
A745837,Euthanasia
A745838,Adoption
A745840,Adoption
A745841,Adoption
A745841,Adoption
A745842,Adoption
A745842,Adoption
A745843,Adoption
A745845,Died
A745846,Return to Owner
A745847,Return to Owner
A745848,Return to Owner
A745850,Return to Owner
A745851,Return to Owner
A745852,Return to Owner
A745853,Adoption
A745854,Adoption
A745855,Euthanasia
A745856,Euthanasia
A745857,Return to Owner
A745859,Euthanasia
A745860,Return to Owner
A745864,Return to Owner
A745868,Adoption
A745871,Return to Owner
A745872,Adoption
A745875,Return to Owner
A745875,Return to Owner
A745878,Adoption
A745878,Adoption
A745878,Adoption
A745881,Adoption
A745882,Adoption
A745883,Return to Owner
A745884,Adoption
A745885,Adoption
A745886,Return to Owner
A745888,Transfer
A745889,Return to Owner
A745890,Adoption
A745890,Adoption
A745891,Adoption
A745891,Adoption
A745897,Adoption
A745898,Adoption
A745899,Transfer
A745899,Adoption
A745901,Euthanasia
A745902,Return to Owner
A745902,Adoption
A745905,Return to Owner
A745908,Adoption
A745909,Adoption
A745910,Return to Owner
A745910,Return to Owner
A745913,Return to Owner
A745914,Adoption
A745915,Adoption
A745916,Adoption
A745917,Adoption
A745918,Adoption
A745919,Return to Owner
A745920,Adoption
A745921,Transfer
A745922,Transfer
A745923,Return to Owner
A745924,Adoption
A745925,Adoption
A745927,Transfer
A745933,Euthanasia
A745934,Return to Owner
A745935,Euthanasia
A745936,Euthanasia
A745937,Return to Owner
A745938,Adoption
A745940,Return to Owner
A745941,Transfer
A745943,Transfer
A745944,Transfer
A745946,Adoption
A745949,Return to Owner
A745951,Adoption
A745952,Adoption
A745955,Euthanasia
A745957,Euthanasia
A745958,Euthanasia
A745960,Transfer
A745961,Transfer
A745962,Transfer
A745964,Adoption
A745966,Adoption
A745967,Adoption
A745968,Adoption
A745969,Adoption
A745970,Adoption
A745971,Return to Owner
A745972,Return to Owner
A745974,Transfer
A745975,Transfer
A745979,Return to Owner
A745981,Adoption
A745983,Adoption
A745984,Return to Owner
A745985,Return to Owner
A745986,Return to Owner
A745987,Return to Owner
A745988,Adoption
A745990,Transfer
A745991,Return to Owner
A745992,Return to Owner
A745993,Transfer
A745994,Adoption
A745995,Adoption
A745996,Transfer
A745997,Return to Owner
A745998,Return to Owner
A745999,Euthanasia
A746000,Adoption
A746001,Adoption
A746002,Adoption
A746003,Return to Owner
A746003,Return to Owner
A746004,Adoption
A746004,Adoption
A746005,Adoption
A746006,Adoption
A746010,Return to Owner
A746011,Return to Owner
A746013,Adoption
A746015,Transfer
A746020,Euthanasia
A746023,Return to Owner
A746024,Adoption
A746025,Euthanasia
A746026,Adoption
A746027,Adoption
A746028,Adoption
A746032,Return to Owner
A746034,Transfer
A746035,Transfer
A746036,Transfer
A746037,Transfer
A746038,Euthanasia
A746039,Transfer
A746044,Transfer
A746047,Transfer
A746050,Return to Owner
A746058,Adoption
A746058,Adoption
A746060,Adoption
A746062,Return to Owner
A746066,Adoption
A746068,Adoption
A746070,Return to Owner
A746070,Return to Owner
A746071,Return to Owner
A746072,Return to Owner
A746072,Return to Owner
A746077,Return to Owner
A746089,Euthanasia
A746091,Return to Owner
A746092,Return to Owner
A746092,Return to Owner
A746101,Return to Owner
A746101,Return to Owner
A746101,Return to Owner
A746114,Euthanasia
A746116,Transfer
A746116,Adoption
A746117,Transfer
A746118,Transfer
A746119,Transfer
A746120,Adoption
A746123,Return to Owner
A746124,Return to Owner
A746125,Adoption
A746126,Adoption
A746127,Return to Owner
A746128,Adoption
A746129,Adoption
A746133,Transfer
A746134,Return to Owner
A746134,Return to Owner
A746135,Return to Owner
A746139,Return to Owner
A746142,Euthanasia
A746145,Return to Owner
A746147,Transfer
A746148,Return to Owner
A746152,Euthanasia
A746153,Adoption
A746153,Adoption
A746153,Adoption
A746154,Euthanasia
A746158,Adoption
A746159,Adoption
A746160,Transfer
A746161,Transfer
A746162,Transfer
A746163,Transfer
A746164,Transfer
A746165,Transfer
A746166,Return to Owner
A746167,Return to Owner
A746168,Transfer
A746170,Return to Owner
A746171,Adoption
A746172,Return to Owner
A746177,Return to Owner
A746178,Return to Owner
A746180,Adoption
A746189,Return to Owner
A746203,Return to Owner
A746211,Adoption
A746218,Adoption
A746222,Euthanasia
A746223,Euthanasia
A746227,Adoption
A746228,Return to Owner
A746230,Return to Owner
A746231,Adoption
A746231,Adoption
A746232,Return to Owner
A746233,Adoption
A746233,Return to Owner
A746233,Return to Owner
A746234,Euthanasia
A746236,Transfer
A746237,Return to Owner
A746238,Transfer
A746239,Return to Owner
A746245,Transfer
A746247,Transfer
A746250,Return to Owner
A746252,Adoption
A746254,Adoption
A746258,Transfer
A746262,Euthanasia
A746264,Adoption
A746265,Transfer
A746266,Adoption
A746267,Adoption
A746268,Transfer
A746269,Adoption
A746270,Adoption
A746271,Adoption
A746272,Adoption
A746273,Adoption
A746274,Transfer
A746275,Transfer
A746276,Transfer
A746278,Euthanasia
A746280,Adoption
A746281,Adoption
A746282,Return to Owner
A746283,Return to Owner
A746284,Adoption
A746287,Return to Owner
A746288,Return to Owner
A746289,Transfer
A746290,Transfer
A746291,Transfer
A746292,Adoption
A746294,Transfer
A746296,Return to Owner
A746299,Adoption
A746300,Transfer
A746301,Adoption
A746302,Adoption
A746303,Return to Owner
A746304,Adoption
A746306,Return to Owner
A746308,Return to Owner
A746309,Return to Owner
A746311,Transfer
A746312,Return to Owner
A746313,Transfer
A746314,Adoption
A746316,Return to Owner
A746319,Return to Owner
A746320,Return to Owner
A746320,Return to Owner
A746321,Adoption
A746322,Adoption
A746322,Return to Owner
A746322,Adoption
A746323,Adoption
A746325,Return to Owner
A746326,Return to Owner
A746328,Return to Owner
A746332,Return to Owner
A746334,Return to Owner
A746335,Adoption
A746336,Return to Owner
A746337,Euthanasia
A746338,Return to Owner
A746339,Euthanasia
A746340,Transfer
A746341,Adoption
A746341,Return to Owner
A746341,Adoption
A746342,Euthanasia
A746343,Return to Owner
A746344,Adoption
A746344,Adoption
A746347,Adoption
A746351,Euthanasia
A746352,Adoption
A746353,Adoption
A746354,Adoption
A746356,Transfer
A746358,Transfer
A746359,Transfer
A746362,Return to Owner
A746362,Return to Owner
A746363,Transfer
A746364,Adoption
A746364,Adoption
A746365,Adoption
A746366,Adoption
A746367,Euthanasia
A746368,Return to Owner
A746369,Return to Owner
A746370,Return to Owner
A746371,Return to Owner
A746372,Adoption
A746373,Adoption
A746377,Euthanasia
A746378,Transfer
A746379,Transfer
A746382,Return to Owner
A746383,Adoption
A746384,Return to Owner
A746386,Return to Owner
A746387,Return to Owner
A746388,Euthanasia
A746390,Adoption
A746391,Euthanasia
A746396,Adoption
A746397,Euthanasia
A746398,Adoption
A746399,Return to Owner
A746400,Adoption
A746401,Adoption
A746402,Adoption
A746403,Transfer
A746404,Transfer
A746406,Adoption
A746407,Adoption
A746408,Return to Owner
A746409,Return to Owner
A746410,Return to Owner
A746413,Return to Owner
A746413,Return to Owner
A746415,Adoption
A746417,Adoption
A746418,Adoption
A746419,Adoption
A746420,Adoption
A746422,Adoption
A746425,Adoption
A746425,Adoption
A746425,Return to Owner
A746425,Return to Owner
A746426,Transfer
A746427,Euthanasia
A746431,Adoption
A746435,Adoption
A746437,Adoption
A746438,Transfer
A746441,Adoption
A746442,Return to Owner
A746444,Transfer
A746446,Adoption
A746447,Return to Owner
A746448,Return to Owner
A746449,Adoption
A746450,Return to Owner
A746451,Adoption
A746452,Adoption
A746453,Euthanasia
A746454,Return to Owner
A746455,Adoption
A746456,Adoption
A746459,Adoption
A746460,Adoption
A746461,Adoption
A746461,Adoption
A746462,Adoption
A746463,Return to Owner
A746463,Adoption
A746463,Return to Owner
A746465,Adoption
A746466,Adoption
A746467,Adoption
A746468,Adoption
A746469,Return to Owner
A746471,Return to Owner
A746472,Euthanasia
A746473,Adoption
A746474,Euthanasia
A746475,Euthanasia
A746478,Adoption
A746480,Euthanasia
A746481,Euthanasia
A746484,Return to Owner
A746485,Return to Owner
A746486,Adoption
A746487,Return to Owner
A746488,Adoption
A746490,Return to Owner
A746491,Return to Owner
A746492,Return to Owner
A746493,Adoption
A746493,Adoption
A746494,Adoption
A746496,Adoption
A746497,Transfer
A746498,Adoption
A746500,Adoption
A746501,Adoption
A746502,Return to Owner
A746505,Return to Owner
A746505,Return to Owner
A746506,Return to Owner
A746506,Return to Owner
A746509,Adoption
A746510,Return to Owner
A746510,Return to Owner
A746511,Transfer
A746513,Return to Owner
A746514,Transfer
A746516,Return to Owner
A746518,Return to Owner
A746519,Adoption
A746519,Adoption
A746520,Transfer
A746521,Transfer
A746522,Transfer
A746523,Return to Owner
A746524,Return to Owner
A746525,Return to Owner
A746525,Return to Owner
A746526,Transfer
A746527,Return to Owner
A746528,Adoption
A746529,Adoption
A746530,Return to Owner
A746532,Return to Owner
A746533,Euthanasia
A746534,Transfer
A746535,Return to Owner
A746536,Return to Owner
A746538,Return to Owner
A746541,Adoption
A746542,Adoption
A746542,Adoption
A746543,Return to Owner
A746544,Adoption
A746548,Adoption
A746549,Euthanasia
A746551,Transfer
A746552,Transfer
A746553,Transfer
A746554,Transfer
A746559,Adoption
A746560,Adoption
A746561,Adoption
A746563,Return to Owner
A746563,Return to Owner
A746569,Return to Owner
A746574,Adoption
A746574,Return to Owner
A746575,Adoption
A746578,Adoption
A746579,Adoption
A746580,Euthanasia
A746582,Transfer
A746583,Adoption
A746585,Return to Owner
A746585,Return to Owner
A746586,Adoption
A746586,Adoption
A746586,Return to Owner
A746587,Adoption
A746588,Adoption
A746589,Return to Owner
A746590,Return to Owner
A746591,Transfer
A746593,Adoption
A746593,Return to Owner
A746594,Adoption
A746595,Adoption
A746596,Adoption
A746598,Return to Owner
A746599,Transfer
A746600,Return to Owner
A746601,Return to Owner
A746602,Adoption
A746604,Adoption
A746605,Adoption
A746605,Adoption
A746606,Return to Owner
A746608,Return to Owner
A746609,Euthanasia
A746611,Return to Owner
A746612,Euthanasia
A746613,Euthanasia
A746618,Adoption
A746623,Transfer
A746624,Return to Owner
A746625,Return to Owner
A746625,Return to Owner
A746626,Transfer
A746628,Euthanasia
A746629,Transfer
A746633,Transfer
A746635,Return to Owner
A746641,Adoption
A746644,Transfer
A746645,Adoption
A746646,Return to Owner
A746649,Return to Owner
A746649,Return to Owner
A746650,Return to Owner
A746653,Transfer
A746654,Return to Owner
A746656,Adoption
A746658,Adoption
A746659,Return to Owner
A746660,Return to Owner
A746660,Adoption
A746661,Return to Owner
A746662,Return to Owner
A746662,Return to Owner
A746662,Return to Owner
A746666,Adoption
A746667,Transfer
A746672,Euthanasia
A746674,Transfer
A746676,Adoption
A746677,Return to Owner
A746677,Return to Owner
A746679,Adoption
A746680,Return to Owner
A746681,Return to Owner
A746682,Adoption
A746683,Euthanasia
A746684,Transfer
A746685,Transfer
A746686,Adoption
A746687,Adoption
A746688,Adoption
A746689,Return to Owner
A746690,Transfer
A746691,Transfer
A746692,Transfer
A746693,Transfer
A746694,Transfer
A746695,Transfer
A746697,Transfer
A746698,Return to Owner
A746701,Adoption
A746702,Return to Owner
A746703,Adoption
A746704,Adoption
A746705,Return to Owner
A746706,Adoption
A746707,Return to Owner
A746708,Adoption
A746708,Adoption
A746709,Adoption
A746711,Euthanasia
A746713,Euthanasia
A746714,Euthanasia
A746717,Transfer
A746721,Return to Owner
A746723,Return to Owner
A746724,Adoption
A746725,Transfer
A746726,Adoption
A746727,Euthanasia
A746728,Adoption
A746729,Adoption
A746730,Adoption
A746731,Return to Owner
A746732,Adoption
A746732,Adoption
A746732,Adoption
A746734,Adoption
A746735,Adoption
A746736,Adoption
A746737,Adoption
A746738,Adoption
A746738,Adoption
A746739,Adoption
A746739,Adoption
A746740,Adoption
A746740,Adoption
A746741,Adoption
A746746,Adoption
A746747,Return to Owner
A746753,Adoption
A746754,Adoption
A746755,Adoption
A746756,Adoption
A746757,Adoption
A746758,Return to Owner
A746759,Euthanasia
A746760,Adoption
A746763,Transfer
A746766,Adoption
A746767,Adoption
A746769,Transfer
A746770,Transfer
A746771,Transfer
A746772,Transfer
A746777,Transfer
A746783,Transfer
A746784,Transfer
A746785,Transfer
A746786,Transfer
A746787,Transfer
A746788,Transfer
A746789,Euthanasia
A746790,Adoption
A746794,Return to Owner
A746795,Adoption
A746796,Euthanasia
A746797,Adoption
A746798,Euthanasia
A746799,Return to Owner
A746799,Adoption
A746800,Return to Owner
A746801,Transfer
A746802,Transfer
A746803,Transfer
A746805,Return to Owner
A746806,Adoption
A746807,Transfer
A746808,Adoption
A746809,Return to Owner
A746811,Adoption
A746812,Adoption
A746813,Transfer
A746816,Adoption
A746816,Adoption
A746818,Adoption
A746820,Transfer
A746821,Adoption
A746822,Transfer
A746823,Return to Owner
A746829,Transfer
A746830,Transfer
A746837,Transfer
A746838,Adoption
A746845,Return to Owner
A746845,Adoption
A746846,Adoption
A746846,Adoption
A746847,Adoption
A746847,Return to Owner
A746850,Transfer
A746851,Return to Owner
A746852,Euthanasia
A746854,Return to Owner
A746854,Return to Owner
A746855,Transfer
A746855,Adoption
A746856,Adoption
A746857,Adoption
A746859,Transfer
A746860,Transfer
A746861,Transfer
A746862,Adoption
A746863,Adoption
A746864,Transfer
A746866,Return to Owner
A746867,Adoption
A746868,Adoption
A746870,Adoption
A746871,Adoption
A746872,Transfer
A746873,Return to Owner
A746874,Transfer
A746875,Transfer
A746876,Adoption
A746878,Transfer
A746879,Return to Owner
A746880,Transfer
A746880,Return to Owner
A746880,Return to Owner
A746881,Euthanasia
A746883,Adoption
A746886,Transfer
A746888,Euthanasia
A746889,Return to Owner
A746890,Adoption
A746894,Transfer
A746895,Return to Owner
A746895,Adoption
A746897,Return to Owner
A746898,Return to Owner
A746901,Return to Owner
A746901,Return to Owner
A746902,Adoption
A746903,Adoption
A746903,Adoption
A746904,Adoption
A746905,Transfer
A746907,Transfer
A746909,Adoption
A746911,Euthanasia
A746912,Adoption
A746914,Return to Owner
A746917,Return to Owner
A746917,Return to Owner
A746917,Return to Owner
A746921,Return to Owner
A746922,Adoption
A746923,Return to Owner
A746924,Transfer
A746925,Return to Owner
A746925,Return to Owner
A746925,Return to Owner
A746927,Adoption
A746927,Adoption
A746930,Transfer
A746931,Return to Owner
A746932,Return to Owner
A746933,Return to Owner
A746934,Return to Owner
A746935,Return to Owner
A746936,Return to Owner
A746937,Adoption
A746938,Return to Owner
A746939,Adoption
A746943,Adoption
A746944,Adoption
A746944,Adoption
A746945,Adoption
A746949,Transfer
A746950,Adoption
A746951,Adoption
A746952,Return to Owner
A746953,Return to Owner
A746954,Return to Owner
A746960,Return to Owner
A746963,Adoption
A746964,Adoption
A746965,Adoption
A746966,Adoption
A746967,Adoption
A746968,Adoption
A746970,Adoption
A746971,Return to Owner
A746972,Return to Owner
A746973,Adoption
A746975,Adoption
A746976,Transfer
A746978,Return to Owner
A746979,Return to Owner
A746981,Return to Owner
A746982,Adoption
A746983,Return to Owner
A746983,Return to Owner
A746985,Return to Owner
A746986,Return to Owner
A746987,Adoption
A746988,Transfer
A746989,Adoption
A746990,Return to Owner
A746991,Return to Owner
A746992,Return to Owner
A746993,Return to Owner
A746994,Transfer
A746995,Transfer
A746996,Euthanasia
A746997,Euthanasia
A746999,Adoption
A747000,Return to Owner
A747002,Transfer
A747003,Euthanasia
A747005,Return to Owner
A747007,Transfer
A747008,Euthanasia
A747009,Return to Owner
A747010,Return to Owner
A747011,Return to Owner
A747013,Return to Owner
A747014,Transfer
A747015,Return to Owner
A747016,Euthanasia
A747018,Return to Owner
A747018,Return to Owner
A747019,Adoption
A747020,Adoption
A747021,Adoption
A747022,Adoption
A747023,Adoption
A747024,Adoption
A747025,Adoption
A747026,Adoption
A747027,Died
A747028,Adoption
A747031,Adoption
A747034,Adoption
A747038,Transfer
A747040,Return to Owner
A747041,Return to Owner
A747042,Adoption
A747043,Euthanasia
A747044,Return to Owner
A747045,Return to Owner
A747045,Return to Owner
A747046,Transfer
A747048,Return to Owner
A747049,Adoption
A747050,Adoption
A747053,Return to Owner
A747054,Euthanasia
A747057,Return to Owner
A747058,Adoption
A747059,Transfer
A747060,Transfer
A747061,Transfer
A747063,Return to Owner
A747064,Transfer
A747066,Adoption
A747066,Return to Owner
A747067,Adoption
A747067,Return to Owner
A747069,Adoption
A747071,Transfer
A747078,Return to Owner
A747081,Adoption
A747083,Adoption
A747084,Return to Owner
A747085,Return to Owner
A747085,Return to Owner
A747086,Transfer
A747087,Transfer
A747088,Adoption
A747089,Adoption
A747091,Adoption
A747092,Adoption
A747093,Transfer
A747093,Adoption
A747100,Transfer
A747101,Euthanasia
A747102,Return to Owner
A747104,Adoption
A747105,Return to Owner
A747106,Transfer
A747108,Adoption
A747108,Return to Owner
A747108,Return to Owner
A747109,Return to Owner
A747110,Adoption
A747113,Return to Owner
A747116,Adoption
A747119,Transfer
A747120,Adoption
A747122,Adoption
A747123,Transfer
A747124,Return to Owner
A747125,Adoption
A747126,Adoption
A747127,Euthanasia
A747129,Return to Owner
A747130,Return to Owner
A747131,Euthanasia
A747133,Return to Owner
A747134,Return to Owner
A747136,Return to Owner
A747139,Adoption
A747140,Return to Owner
A747141,Transfer
A747143,Adoption
A747146,Return to Owner
A747147,Return to Owner
A747148,Return to Owner
A747150,Return to Owner
A747151,Adoption
A747152,Transfer
A747153,Return to Owner
A747154,Return to Owner
A747155,Transfer
A747157,Adoption
A747158,Return to Owner
A747159,Euthanasia
A747160,Adoption
A747161,Adoption
A747162,Adoption
A747163,Adoption
A747164,Adoption
A747165,Adoption
A747166,Adoption
A747167,Adoption
A747168,Adoption
A747169,Adoption
A747170,Adoption
A747171,Euthanasia
A747172,Return to Owner
A747173,Euthanasia
A747174,Return to Owner
A747181,Return to Owner
A747186,Adoption
A747189,Return to Owner
A747190,Adoption
A747192,Transfer
A747193,Euthanasia
A747194,Adoption
A747195,Adoption
A747196,Adoption
A747197,Adoption
A747198,Adoption
A747199,Adoption
A747200,Adoption
A747201,Transfer
A747202,Transfer
A747203,Euthanasia
A747205,Return to Owner
A747207,Return to Owner
A747208,Euthanasia
A747209,Transfer
A747211,Adoption
A747212,Adoption
A747213,Return to Owner
A747214,Return to Owner
A747215,Euthanasia
A747217,Return to Owner
A747220,Adoption
A747222,Euthanasia
A747229,Return to Owner
A747232,Transfer
A747235,Return to Owner
A747235,Return to Owner
A747238,Adoption
A747238,Adoption
A747239,Adoption
A747240,Adoption
A747241,Return to Owner
A747244,Return to Owner
A747245,Transfer
A747246,Transfer
A747247,Transfer
A747248,Transfer
A747249,Transfer
A747250,Transfer
A747251,Adoption
A747252,Adoption
A747253,Adoption
A747254,Adoption
A747255,Adoption
A747256,Return to Owner
A747257,Transfer
A747259,Return to Owner
A747260,Euthanasia
A747266,Transfer
A747267,Transfer
A747268,Transfer
A747269,Return to Owner
A747270,Transfer
A747272,Return to Owner
A747276,Return to Owner
A747277,Adoption
A747278,Adoption
A747279,Transfer
A747283,Return to Owner
A747284,Transfer
A747285,Transfer
A747286,Transfer
A747287,Return to Owner
A747288,Transfer
A747289,Transfer
A747290,Transfer
A747291,Return to Owner
A747293,Transfer
A747294,Transfer
A747295,Transfer
A747296,Transfer
A747297,Return to Owner
A747300,Euthanasia
A747303,Return to Owner
A747304,Return to Owner
A747305,Transfer
A747306,Return to Owner
A747307,Return to Owner
A747308,Return to Owner
A747310,Transfer
A747311,Transfer
A747313,Transfer
A747314,Transfer
A747315,Transfer
A747317,Transfer
A747318,Euthanasia
A747319,Transfer
A747321,Adoption
A747325,Adoption
A747326,Adoption
A747327,Adoption
A747328,Adoption
A747329,Adoption
A747330,Transfer
A747331,Adoption
A747332,Adoption
A747333,Adoption
A747335,Return to Owner
A747336,Euthanasia
A747337,Adoption
A747338,Adoption
A747339,Adoption
A747340,Adoption
A747341,Adoption
A747342,Adoption
A747346,Adoption
A747347,Euthanasia
A747348,Return to Owner
A747349,Adoption
A747349,Adoption
A747351,Transfer
A747352,Transfer
A747353,Adoption
A747354,Return to Owner
A747356,Adoption
A747357,Transfer
A747359,Adoption
A747359,Return to Owner
A747360,Transfer
A747362,Adoption
A747363,Adoption
A747364,Transfer
A747365,Return to Owner
A747367,Transfer
A747371,Adoption
A747372,Adoption
A747373,Adoption
A747374,Adoption
A747376,Transfer
A747377,Adoption
A747378,Return to Owner
A747380,Transfer
A747382,Adoption
A747383,Return to Owner
A747384,Adoption
A747385,Adoption
A747386,Adoption
A747387,Return to Owner
A747391,Adoption
A747394,Euthanasia
A747397,Adoption
A747401,Transfer
A747402,Transfer
A747403,Transfer
A747404,Return to Owner
A747406,Return to Owner
A747411,Adoption
A747411,Adoption
A747412,Adoption
A747413,Adoption
A747414,Return to Owner
A747417,Adoption
A747418,Euthanasia
A747419,Adoption
A747420,Transfer
A747421,Transfer
A747422,Transfer
A747423,Euthanasia
A747424,Return to Owner
A747425,Return to Owner
A747427,Transfer
A747428,Transfer
A747429,Adoption
A747430,Transfer
A747433,Adoption
A747435,Adoption
A747436,Return to Owner
A747437,Adoption
A747438,Transfer
A747439,Transfer
A747440,Transfer
A747441,Transfer
A747442,Transfer
A747444,Adoption
A747447,Transfer
A747448,Adoption
A747450,Return to Owner
A747451,Euthanasia
A747452,Euthanasia
A747453,Return to Owner
A747458,Transfer
A747459,Transfer
A747460,Transfer
A747461,Transfer
A747462,Transfer
A747464,Return to Owner
A747470,Euthanasia
A747471,Adoption
A747474,Transfer
A747475,Transfer
A747477,Transfer
A747478,Transfer
A747479,Transfer
A747480,Return to Owner
A747480,Return to Owner
A747481,Return to Owner
A747482,Adoption
A747483,Adoption
A747484,Return to Owner
A747485,Return to Owner
A747486,Adoption
A747487,Transfer
A747488,Return to Owner
A747492,Euthanasia
A747493,Adoption
A747494,Return to Owner
A747495,Euthanasia
A747503,Adoption
A747504,Adoption
A747505,Adoption
A747506,Adoption
A747508,Return to Owner
A747510,Return to Owner
A747511,Return to Owner
A747512,Adoption
A747513,Adoption
A747514,Transfer
A747515,Transfer
A747516,Transfer
A747517,Transfer
A747518,Transfer
A747519,Euthanasia
A747520,Adoption
A747521,Transfer
A747522,Transfer
A747523,Return to Owner
A747524,Adoption
A747524,Adoption
A747525,Adoption
A747526,Adoption
A747527,Adoption
A747528,Adoption
A747529,Adoption
A747533,Transfer
A747545,Return to Owner
A747546,Return to Owner
A747551,Return to Owner
A747552,Adoption
A747553,Adoption
A747555,Transfer
A747558,Return to Owner
A747559,Transfer
A747560,Transfer
A747561,Return to Owner
A747562,Adoption
A747563,Adoption
A747565,Transfer
A747566,Return to Owner
A747568,Return to Owner
A747569,Adoption
A747570,Adoption
A747571,Adoption
A747572,Euthanasia
A747573,Return to Owner
A747574,Adoption
A747577,Return to Owner
A747578,Adoption
A747581,Transfer
A747582,Adoption
A747583,Transfer
A747585,Adoption
A747586,Return to Owner
A747587,Return to Owner
A747588,Transfer
A747591,Transfer
A747592,Transfer
A747593,Return to Owner
A747596,Transfer
A747599,Return to Owner
A747600,Transfer
A747601,Adoption
A747602,Return to Owner
A747603,Transfer
A747604,Return to Owner
A747605,Adoption
A747607,Adoption
A747607,Adoption
A747608,Adoption
A747609,Adoption
A747610,Adoption
A747611,Adoption
A747612,Adoption
A747614,Return to Owner
A747615,Return to Owner
A747619,Return to Owner
A747620,Transfer
A747621,Transfer
A747622,Transfer
A747623,Adoption
A747624,Adoption
A747624,Adoption
A747625,Return to Owner
A747627,Euthanasia
A747628,Transfer
A747629,Adoption
A747630,Transfer
A747631,Transfer
A747632,Transfer
A747633,Transfer
A747634,Adoption
A747637,Transfer
A747638,Adoption
A747641,Transfer
A747645,Return to Owner
A747647,Adoption
A747648,Return to Owner
A747649,Adoption
A747650,Return to Owner
A747652,Adoption
A747655,Return to Owner
A747657,Adoption
A747657,Adoption
A747659,Adoption
A747660,Return to Owner
A747661,Transfer
A747662,Transfer
A747663,Adoption
A747664,Adoption
A747665,Adoption
A747666,Adoption
A747667,Adoption
A747668,Transfer
A747669,Transfer
A747670,Adoption
A747671,Transfer
A747673,Transfer
A747674,Transfer
A747675,Adoption
A747676,Adoption
A747676,Adoption
A747679,Return to Owner
A747680,Euthanasia
A747681,Transfer
A747682,Return to Owner
A747683,Return to Owner
A747684,Transfer
A747685,Return to Owner
A747686,Return to Owner
A747688,Return to Owner
A747689,Transfer
A747690,Transfer
A747694,Transfer
